region,window,A,B,q,diff,lo,hi,significant,n_a,n_b
shared,10,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,0.010610490292310759,0.0058344267727807155,0.016412006211467062,True,6538,5137
shared,10,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,0.0024233797937629475,-0.005468507501296865,0.010421201624441335,False,6538,5137
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,nan,nan,nan,False,364,0
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,nan,nan,nan,False,364,0
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,nan,nan,nan,False,364,0
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,nan,nan,nan,False,364,0
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,nan,nan,nan,False,364,0
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,364,0
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,364,0
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,364,0
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,364,0
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,364,0
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,-0.04132493197917941,-0.1279981190413237,0.06779831190407273,False,364,364
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,-0.00458342581987381,-0.03278619736433031,0.05455006305128327,False,364,364
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.05970410257577896,0.03077402226626873,0.09391682595014572,True,364,364
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.033063265215605764,-0.012441288318950732,0.06693631863599846,False,364,364
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,-0.010183479189872946,-0.079744712524116,0.07355204485356803,False,364,364
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,0,0
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,0,0
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,0,0
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,0,0
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,0,0
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,0.11647452473640446,0.0976132035255432,0.13677424176782368,True,5568,6496
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,0.0992908507585526,0.08383601307868957,0.11373285595327612,True,5568,6496
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,0.039905011653900146,0.03445160388946533,0.04510014336556196,True,5568,6496
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,0.010480690561234907,0.0054406878072767815,0.015289297867566366,True,5568,6496
shared,11,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,0.0068690272793172635,-0.000843734077178071,0.014130277788965109,False,5568,6496
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,-0.0018979537487029963,-0.03158377945423124,0.024687372937798494,False,5104,5104
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,0.01371192634105678,-0.0016461007669567205,0.02930635225027799,False,5104,5104
