region,window,group,q,point,lo,hi,n
dmn_within,100,"('Dp1Yey', 'LCTB92')",1.0,0.42660404205322267,0.4235115051269531,0.43190234899520874,388
dmn_within,100,"('Dp1Yey', 'LCTB92')",5.0,0.4424657613039017,0.4346052525937557,0.44558091163635255,388
dmn_within,100,"('Dp1Yey', 'LCTB92')",50.0,0.48917055130004883,0.4866647467017174,0.4910290241241455,388
dmn_within,100,"('Dp1Yey', 'LCTB92')",95.0,0.520496666431427,0.5106562912464142,0.524493770301342,388
dmn_within,100,"('Dp1Yey', 'LCTB92')",99.0,0.5267779007554054,0.5253133377432823,0.5281472206115723,388
dmn_within,100,"('Dp1Yey', 'VEH')",1.0,0.48398011684417724,0.45995640754699707,0.4926912784576416,388
dmn_within,100,"('Dp1Yey', 'VEH')",5.0,0.500154247879982,0.4971693158149719,0.5036227852106094,388
dmn_within,100,"('Dp1Yey', 'VEH')",50.0,0.5436653792858124,0.5372768044471741,0.5463441122323275,388
dmn_within,100,"('Dp1Yey', 'VEH')",95.0,0.5899822697043419,0.5727850437164306,0.6109738290309905,388
dmn_within,100,"('Dp1Yey', 'VEH')",99.0,0.6216438141465187,0.6153545111417771,0.6282814741134644,388
dmn_within,100,"('Dp1Yey', 'LCTB92')",1.0,0.19931215167045593,0.1978042291998863,0.20055976152420044,788
dmn_within,100,"('Dp1Yey', 'LCTB92')",5.0,0.20391681492328645,0.202642560005188,0.20522380769252777,788
dmn_within,100,"('Dp1Yey', 'LCTB92')",50.0,0.27255579829216003,0.26536963805556296,0.2921520173549652,788
dmn_within,100,"('Dp1Yey', 'LCTB92')",95.0,0.36000413596630093,0.35163456201553345,0.3715989589691162,788
dmn_within,100,"('Dp1Yey', 'LCTB92')",99.0,0.3788896286487579,0.3784145712852478,0.38107202887535097,788
dmn_within,100,"('Dp1Yey', 'VEH')",1.0,0.35472863137722016,0.35311113953590395,0.35623821437358855,788
dmn_within,100,"('Dp1Yey', 'VEH')",5.0,0.3676018834114075,0.35952030718326566,0.38006707429885866,788
dmn_within,100,"('Dp1Yey', 'VEH')",50.0,0.4383782148361206,0.43473945558071136,0.4413606353104115,788
dmn_within,100,"('Dp1Yey', 'VEH')",95.0,0.5291665345430374,0.5213074722886085,0.5336176246404648,788
dmn_within,100,"('Dp1Yey', 'VEH')",99.0,0.5476621541380883,0.545928418636322,0.5510888355970383,788
dmn_within,10,"('Dp1Yey', 'LCTB92')",1.0,0.677059362232685,0.6510642468929291,0.6853406131267548,1468
dmn_within,10,"('Dp1Yey', 'LCTB92')",5.0,0.7343596428632736,0.7232615053653717,0.7420154884457588,1468
dmn_within,10,"('Dp1Yey', 'LCTB92')",50.0,0.863354817032814,0.8584450840950012,0.8669968545436859,1468
dmn_within,10,"('Dp1Yey', 'LCTB92')",95.0,0.9904844844248145,0.9860670412890611,0.9963743049075128,1468
dmn_within,10,"('Dp1Yey', 'LCTB92')",99.0,1.0232320316322148,1.0148307774215937,1.0288727724738418,1468
dmn_within,10,"('Dp1Yey', 'VEH')",1.0,0.7228276813030243,0.7070462259650231,0.7411060009151696,1468
dmn_within,10,"('Dp1Yey', 'VEH')",5.0,0.7964485585689545,0.7835703343153,0.8044713385403156,1468
dmn_within,10,"('Dp1Yey', 'VEH')",50.0,0.9331754893064499,0.929559487849474,0.9371192306280136,1468
dmn_within,10,"('Dp1Yey', 'VEH')",95.0,1.0102322429884225,1.0077619386371224,1.015175093198195,1468
dmn_within,10,"('Dp1Yey', 'VEH')",99.0,1.0343227266892792,1.0279911365360022,1.0464423167333001,1468
dmn_within,10,"('Dp1Yey', 'LCTB92')",1.0,0.39777544379234314,0.3921771627664566,0.40576799631118776,1868
dmn_within,10,"('Dp1Yey', 'LCTB92')",5.0,0.4699211061000824,0.4456620216369629,0.49833074033260344,1868
dmn_within,10,"('Dp1Yey', 'LCTB92')",50.0,0.7931420803070068,0.7849627286195755,0.8026036828756332,1868
dmn_within,10,"('Dp1Yey', 'LCTB92')",95.0,0.9617921127006411,0.9567385165020823,0.9683531422168016,1868
dmn_within,10,"('Dp1Yey', 'LCTB92')",99.0,1.0021297756838612,0.9961490020784549,1.0110805509146301,1868
dmn_within,10,"('Dp1Yey', 'VEH')",1.0,0.5752816742658615,0.5612760782241821,0.5901061530038714,1868
dmn_within,10,"('Dp1Yey', 'VEH')",5.0,0.7179196193814278,0.7042379214987159,0.733924617394805,1868
dmn_within,10,"('Dp1Yey', 'VEH')",50.0,0.8900389783084393,0.8854788914322853,0.8947377352043986,1868
dmn_within,10,"('Dp1Yey', 'VEH')",95.0,1.007439566683024,1.0026753581361845,1.012080038068816,1868
dmn_within,10,"('Dp1Yey', 'VEH')",99.0,1.039442347511649,1.029900320419576,1.0459170527756214,1868
dmn_within,11,"('Dp1Yey', 'LCTB92')",1.0,0.6232474997639657,0.6178074434399605,0.6740397766232491,1456
dmn_within,11,"('Dp1Yey', 'LCTB92')",5.0,0.7170694917440414,0.7091595008969307,0.7281449660658836,1456
dmn_within,11,"('Dp1Yey', 'LCTB92')",50.0,0.8427803441882133,0.8375762447714805,0.8476279228925705,1456
dmn_within,11,"('Dp1Yey', 'LCTB92')",95.0,0.9897652498912066,0.9854250028729439,0.9947191006329376,1456
dmn_within,11,"('Dp1Yey', 'LCTB92')",99.0,1.030398832913488,1.0156655381433666,1.035660096630454,1456
dmn_within,11,"('Dp1Yey', 'VEH')",1.0,0.6865178748965264,0.6692922413349152,0.7030484318733216,1456
dmn_within,11,"('Dp1Yey', 'VEH')",5.0,0.7712885662913322,0.7570772916078568,0.7866347394883633,1456
dmn_within,11,"('Dp1Yey', 'VEH')",50.0,0.9244435988366604,0.9200243353843689,0.9279417842626572,1456
dmn_within,11,"('Dp1Yey', 'VEH')",95.0,1.001478667021729,0.9969267798005603,1.005303077865392,1456
dmn_within,11,"('Dp1Yey', 'VEH')",99.0,1.0250577845610678,1.015813923999667,1.0320557726547122,1456
dmn_within,11,"('Dp1Yey', 'LCTB92')",1.0,0.3728347808122635,0.3624957323074341,0.38511849045753477,1856
dmn_within,11,"('Dp1Yey', 'LCTB92')",5.0,0.44426625967025757,0.4248695373535156,0.47946505136787887,1856
dmn_within,11,"('Dp1Yey', 'LCTB92')",50.0,0.7749990671873093,0.764462947845459,0.7842300431802869,1856
dmn_within,11,"('Dp1Yey', 'LCTB92')",95.0,0.9439510824158788,0.9358433994930238,0.9505107961595058,1856
dmn_within,11,"('Dp1Yey', 'LCTB92')",99.0,0.992420692043379,0.9803959168493748,0.9993218304138282,1856
dmn_within,11,"('Dp1Yey', 'VEH')",1.0,0.5762897118926048,0.5559157684445382,0.6017578840255737,1856
dmn_within,11,"('Dp1Yey', 'VEH')",5.0,0.7032106667757034,0.6848196089267731,0.7182642446830868,1856
dmn_within,11,"('Dp1Yey', 'VEH')",50.0,0.8723699152469635,0.868308856524527,0.8787726520560681,1856
